stn,time,vapor_pressure,t2m_min,t2m_mean,new_snow,precipitation,relative_humidity_min,relative_humidity_mean,snow_depth,evapotranspiration,global_radiation,pressure,t2m_max,sunshine_absolute,sunshine-relative,wind_speed,cloud_cover,t005m_mean,soil_temperature
ANT,2017-03-15,5.1,-13.8,1.6,139,172.1,23,74.8,64,5.82,163,856.7,13.3,131.3,49,2.9,NA,-8.6,NA
ANT,2017-04-15,5.4,-15,2.5,62,63,18.7,73.7,8,8.52,233,857.2,16.6,171.7,56,3.7,NA,-16.2,NA
ANT,2017-05-15,7.7,-10.3,8.5,18,46.7,21.3,70.7,1,29.17,264,858,23.6,203,58,3.6,NA,-6.8,NA
ANT,2017-06-15,11.3,-0.3,13.5,0,127.7,28.7,74,0,78.54,271,858.9,26.9,215.3,59,3.3,NA,-2.1,NA
ANT,2017-07-15,11.6,2.5,13.2,0,92.8,25.9,77.7,0,82.6,241,859.8,24.5,173.4,48,3.3,NA,-0.4,NA
ANT,2017-08-15,12,1,13.6,0,144.2,34.4,77.8,0,82.77,211,861.4,27.2,188.3,58,3.3,NA,-1.3,NA
ANT,2017-09-15,8,-3.5,6.9,16,131,26.8,80.6,1,36.88,157,857.5,17.4,120.7,43,3.3,NA,-6.6,NA
ANT,2017-10-15,6.5,-6.3,5.4,9,69,18.8,75.5,0,27.04,116,861.9,20.9,141.4,64,2.9,NA,-9.8,NA
ANT,2017-11-15,4.3,-12.9,-1.6,97,86.8,31.9,78.8,20,7.94,68,854.9,12.7,70.5,40,3.5,NA,-8.3,NA
ANT,2017-12-15,3.3,-19.8,-5.6,166,109.7,24.6,79.3,67,4.31,43,854.2,8.5,52.7,43,3.6,NA,-4.7,NA
ANT,2018-01-15,4.3,-19.3,-1.9,188,261.1,34.1,77.5,112,3.21,55,854.4,8.9,58.6,36,4.2,NA,-0.3,NA
ANT,2018-02-15,2.9,-26.9,-7.6,58,40.2,23.5,77.4,139,3.09,105,849,6.1,66.1,35,2.9,NA,-29.5,NA
ANT,2018-03-15,4.2,-24.6,-1.4,164,126.7,36.2,75.8,134,4,160,843.7,6.9,77.7,29,4.1,NA,-25.8,NA
ANT,2018-04-15,5.8,-9.9,5.1,0,80.4,21.9,67.3,79,9.3,232,855.5,17.2,161.2,52,4.1,NA,-8.8,NA
ANT,2018-05-15,8.6,-0.5,9.3,0,66.4,34.1,74.5,0,17.49,223,856.2,21,137.5,39,3.3,NA,-3,NA
ANT,2018-06-15,10.4,1.2,12.2,0,60.6,38.1,74.1,0,83.2,283,858.5,23.6,229.4,62,3.6,NA,-1.1,NA
ANT,2018-07-15,11.3,2.9,14.2,0,34.5,30.9,72.5,0,127.42,280,859.5,25.5,247.2,68,3.1,NA,-0.8,NA
ANT,2018-08-15,11.9,0.8,14,0,75.6,32.2,76.1,0,91.79,224,861.1,27.8,196.5,60,3.2,NA,-2.3,NA
ANT,2018-09-15,9.8,-2,10.7,0,43,20.2,77.3,0,59.51,190,862.6,23.4,197.9,71,3.1,NA,-6.5,NA
ANT,2018-10-15,6.9,-7.1,6.4,45,236.1,29.1,73.6,3,27.3,104,858.3,18.5,131.3,60,4.1,NA,-12.3,NA
ANT,2018-11-15,5.6,-10.4,2.9,15,41.6,24.5,72.7,2,7.95,57,855.6,12.6,56.7,33,4.8,NA,-17,NA
ANT,2018-12-15,4.1,-25.4,-3.3,90,161.6,22.3,78.9,25,4.23,39,858.6,9.1,46.8,38,3.3,NA,-25.6,NA
ANT,2019-01-15,3,-26.6,-7.3,200,119.8,36.1,77.9,92,3.34,62,851.8,3.4,64.8,40,4.2,NA,-24.9,NA
ANT,2019-02-15,3.2,-23.3,-4.6,53,32.4,21,72.5,113,5.35,122,860.8,9.7,140.5,75,2.9,NA,-27.7,NA
ANT,2019-03-15,4.1,-15.4,-0.5,98,101.5,16.5,68.9,108,7.58,176,857.9,10.9,150.1,56,3.8,NA,-18.6,NA
ANT,2019-04-15,5.4,-16.1,2.7,162,198.1,23.9,74.2,83,6.16,204,853,12.3,105,34,4.5,NA,-10.6,NA
ANT,2019-05-15,6.5,-5.4,5.1,6,55.3,14.9,74.3,3,17.76,245,854.2,16,132.6,38,4.5,NA,-7.2,NA
ANT,2019-06-15,10.5,1.1,13.7,0,216.1,22.9,69.3,0,100.32,267,860.1,28.5,227.9,62,3.6,NA,-2.3,NA
ANT,2019-07-15,12.1,3.3,14.3,0,54.3,32.6,75.8,0,97.88,252,859.1,27.6,207.1,57,3.6,NA,1,NA
ANT,2019-08-15,11.9,2.3,13.6,0,152,32.4,77.8,0,81.76,214,860.8,23.9,190.4,58,3.1,NA,-1.1,NA
ANT,2019-09-15,9.3,0,9.5,0,110.2,24.6,79.6,0,49.27,168,860.7,21.1,161.7,58,3.3,NA,-1.3,NA
ANT,2019-10-15,7.9,-2.6,8.4,0,194.4,28.8,73.2,0,24.49,98,857.7,18.9,97.8,44,4,NA,-5.7,NA
ANT,2019-11-15,5.3,-12.9,1.4,148,168.2,41.6,77.5,24,6.38,57,846.3,9.1,40.5,23,3.9,NA,-12.6,NA
ANT,2019-12-15,4.2,-18.8,-1.4,117,121.1,15.4,74.8,38,5.25,42,854.3,8.1,49,40,3.9,NA,-24.4,NA
ANT,2020-01-15,3.3,-19.2,-3.2,49,30.8,21,69.1,52,6.44,68,862.1,8.9,116.8,72,3.3,NA,-20.7,NA
ANT,2020-02-15,3.9,-16.7,-0.7,113,101.5,23.5,67.1,68,4.92,105,857.5,13.1,88.5,46,4.6,NA,-18.7,NA
ANT,2020-03-15,4.4,-15,-0.4,57,51,27.3,74,70,6.26,181,854.4,11.4,152.3,57,3.3,NA,-15.9,NA
ANT,2020-04-15,5.6,-10.5,6.2,0,25,16.8,60.9,9,13.88,253,856.7,17.4,228.1,74,3.4,NA,-13.5,NA
ANT,2020-05-15,7.8,-1.1,8.2,0,73.5,21.6,73.9,0,26.2,254,858.7,21.2,196.8,56,3.6,NA,-3.6,NA
ANT,2020-06-15,9.9,0.6,10.6,0,115.1,26.3,78.4,0,48.24,219,856.1,22.5,126.5,34,3.3,NA,-1.5,NA
ANT,2020-07-15,11.6,2.7,13.4,0,50.2,30.6,77,0,105.59,274,860.4,26.2,236.7,65,3.4,NA,-0.6,NA
ANT,2020-08-15,11.7,-0.5,13.4,0,168.1,29.5,77.4,0,87.56,216,858.8,25.8,194.5,59,3.2,NA,-3.4,NA
ANT,2020-09-15,9.8,-4.3,10.1,10,40.1,35.3,79.4,0,52.8,176,859.1,23.3,176.1,63,2.8,NA,-8.4,NA
ANT,2020-10-15,6.5,-4.2,4.3,28,259.7,26.9,78.5,1,15.57,93,854.8,16.7,79,36,3.9,NA,-7.3,NA
ANT,2020-11-15,5.1,-12.3,1.7,4,14.5,27.1,73.8,0,13.59,77,862.5,18,132.6,76,2.3,NA,-18.5,NA
ANT,2020-12-15,4,-18,-2.2,170,108.7,18.9,75.9,55,3.9,41,848.2,8.9,33,27,4.1,NA,-21.1,NA
ANT,2021-01-15,3.5,-26.5,-6,256,193.6,37.9,81.6,100,2.61,58,848.7,4.9,45.6,28,3.1,NA,-29.3,NA
ANT,2021-02-15,4.3,-18.9,-0.5,43,33,21.1,71.5,120,4.77,116,856.5,9.9,101.3,54,4.3,NA,-11.3,NA
ANT,2021-03-15,3.9,-21.5,-2.3,152,71.1,20.1,75.3,127,6.45,190,858.7,12,160.8,60,2.7,NA,-16.3,NA
ANT,2021-04-15,4.7,-16.4,0.8,39,25.3,23.4,71.4,91,9.07,254,855.4,12.3,182.8,59,3.7,NA,-16.6,NA
ANT,2021-05-15,6.5,-2.9,5.4,21,158.4,30.2,74.5,3,20.48,240,854.6,14.6,142.9,40,4,NA,-5.9,NA
ANT,2021-06-15,11.1,0.5,13.1,0,218.1,26.3,75.5,0,64.23,249,860.4,25.6,165.5,45,3.1,NA,-2.7,NA
ANT,2021-07-15,11.9,1.9,12.7,0,340.7,36.6,82,0,62.86,214,858.6,23.2,152.1,42,3.1,NA,-0.1,NA
ANT,2021-08-15,11.2,2.4,11.6,0,49.4,30.9,82.9,0,62.1,212,859.3,26.5,170.8,52,3.3,NA,-1.4,NA
ANT,2021-09-15,10.1,-0.5,10.6,0,72.9,21.9,80.1,0,51.49,180,861.3,20,184,66,2.9,NA,-5,NA
ANT,2021-10-15,6.1,-7.1,4.7,0,72.1,13.7,72.4,0,27.43,117,860,15.7,136.7,62,3.8,NA,NA,NA
ANT,2021-11-15,5,-16.5,-0.3,60,65.3,22.3,81.4,5,7.88,63,854,15.1,83.4,48,2.4,NA,-21.8,NA
ANT,2021-12-15,3.6,-22.1,-5.2,84,73.1,32.8,81.3,41,4.14,45,854.1,7.1,61.5,50,2.3,NA,-24.7,NA
ANT,2022-01-15,3.1,-24.3,-6.4,74,34.4,24.4,78,53,4.36,69,861.3,6.7,106.5,66,2.4,NA,-29,NA
ANT,2022-02-15,3.6,-25.6,-3.2,109,102.6,18.1,71.8,108,4.65,115,858.4,10.4,99.3,53,3.5,NA,-4.6,NA
ANT,2022-03-15,3.7,-21,-1.3,5,5.1,20.3,64.5,91,9.63,189,859.7,10.9,193.4,72,3.3,NA,-10.6,NA
ANT,2022-04-15,5.6,-15.9,3.4,24,66,18.3,71.7,22,9.59,237,852.5,16,184,60,3.8,NA,-18.8,NA
ANT,2022-05-15,9.6,-2,10.3,0,72.6,32.7,77,0,18.61,250,859.4,22.7,189.7,54,3.3,NA,-5.8,NA
ANT,2022-06-15,11.5,1.3,13.9,0,131,24.7,73.8,0,73.94,242,860,26.5,187.4,51,3.4,NA,-1.2,NA
ANT,2022-07-15,12.3,2.9,14.9,0,63.2,24.5,74.2,0,123.33,284,863.1,27.3,260.5,72,3.4,NA,-1.4,NA
ANT,2022-08-15,12.2,1.9,13.8,0,61.9,28.3,79.1,0,90.63,237,859.8,25.6,221.7,68,2.9,NA,-1.2,NA
ANT,2022-09-15,9.2,-2.4,8.8,0,79.3,23.4,81,0,43.73,165,856,24.5,141.5,51,3.2,NA,-5.8,NA
ANT,2022-10-15,8.6,-2.1,9.3,0,76.6,17.8,75.2,0,24.04,111,862.9,21.3,127.8,58,2.9,NA,-6.2,NA
ANT,2022-11-15,5.3,-12,2.3,23,36.9,22.9,74.2,2,9.75,65,855.3,14.4,73.4,42,3.4,NA,-16.8,NA
ANT,2022-12-15,4.2,-22,-1.7,44,73.4,16.6,74.7,17,4.88,46,853.2,9.9,51.7,42,3.9,NA,-26,NA
ANT,2023-01-15,3.6,-23.7,-4.5,49,16.5,30.8,77.6,13,3.45,65,855,9.1,74.2,46,2.9,NA,-25.7,NA
ANT,2023-02-15,3.8,-21.8,-3.1,29,14.6,19.3,76.3,28,4.69,114,862.3,12.1,127.2,68,2.7,NA,-23,NA
ANT,2023-03-15,4.9,-12,1.3,91,114.5,23.3,72.9,18,5.86,152,852.2,13.5,131.2,49,3.5,NA,-16.8,NA
ANT,2023-04-15,5.8,-7.9,2.7,41,96.9,19.7,77.5,3,5.85,213,853.7,15,123.9,40,3.5,NA,-10.2,NA
ANT,2023-05-15,8.5,-2.2,8.1,0,79,31.1,80,0,17.13,231,857.4,18.6,147.9,42,3.4,NA,-5.9,NA
ANT,2023-06-15,10.5,1.3,13,0,74.5,31.2,71.7,0,85.89,287,858.9,24.9,235.3,64,3.3,NA,-2.1,NA
ANT,2023-07-15,12.5,1.9,14.3,0,82.9,24.7,77.9,0,88.33,256,859.5,27.4,199.5,55,3.4,NA,-0.7,NA
ANT,2023-08-15,11.9,0.6,13.5,0,180.1,32.6,78,0,78.05,206,859.5,28.3,170.3,52,3.2,NA,-1.4,NA
ANT,2023-09-15,10.9,-2.7,12.1,0,66.3,27,77.7,0,59.22,185,861.4,24.6,192.4,69,2.9,NA,-7.5,NA
ANT,2023-10-15,7.8,-6.1,8,0,144.4,11,74.8,0,27.19,111,856.2,23,129.6,59,3.6,NA,-9.5,NA
ANT,2023-11-15,5.1,-16.9,0.1,104,154.3,29.9,81.1,9,5.51,58,850.1,10.8,44,25,3.6,NA,-16.6,NA
ANT,2023-12-15,4.3,-19.3,-2.1,112,145.3,20.9,81,52,3.7,47,855.9,9.9,45.3,37,3,NA,-8.2,NA
ANT,2024-01-15,3.9,-23.1,-3.3,67,44.5,17.4,76.6,69,3.97,67,856.7,12.5,79.4,49,3.4,NA,-25.3,NA
BAS,2000-01-15,5.8,-10.6,2,4,19.3,NA,79.4,1,2.29,38,988.3,10.7,74.6,30,2.9,73,-16.4,2.6
BAS,2000-02-15,6.9,-2.2,5.7,1,74.5,NA,75.6,0,5.06,62,986.3,19.5,80.7,29,3.1,73,-5.9,4.6
BAS,2000-03-15,6.9,-2.2,7.6,0,34.1,NA,66.4,0,23.44,109,983.4,19.3,131.9,38,2.8,71,-7.2,8
BAS,2000-04-15,9,-1.6,11.3,0,53.5,NA,68.6,0,41.08,159,971.7,27.7,157.1,41,2.3,71,-5.9,11.7
BAS,2000-05-15,12.6,6.5,16.2,0,54.6,NA,69.2,0,57.95,214,979.7,28.5,202.2,46,2.4,65,1.8,16.9
BAS,2000-06-15,13.8,7.5,19,0,67.4,NA,64.6,0,99.48,262,983.5,32.6,279.8,63,2.1,48,3.7,19.9
BAS,2000-07-15,14.3,9.3,17.4,0,138.7,NA,72.5,0,57.8,201,977.9,33,184.9,41,2.4,66,5,20.1
BAS,2000-08-15,16.7,11.7,20.2,0,98,NA,72.3,0,70.31,198,981.4,33,247,60,1.9,48,7.4,20.9
BAS,2000-09-15,14.1,8.4,16.6,0,54.4,NA,75.1,0,41.38,154,978.8,27,209.7,60,2.1,60,3.6,17.5
BAS,2000-10-15,11.2,3.3,11.9,0,63.5,NA,80,0,12.89,79,978.9,20.1,90.5,29,1.9,76,0.4,13.6
BAS,2000-11-15,8.1,0.6,7.7,0,87.8,NA,77.2,0,8.6,44,972.7,14.7,65.8,26,2.8,76,-2.8,8
BAS,2000-12-15,7.2,-2.1,5.6,2,40.9,NA,78.4,0,4.37,34,976.1,15.6,66.2,28,3.1,78,-5.5,5.5
BAS,2001-01-15,6.3,-4.4,3.5,0,81.2,NA,78.2,0,2.5,39,976.8,14.7,67.8,27,2.9,77,-8.1,3
BAS,2001-02-15,6.3,-4.2,4.8,0,20.5,NA,72.1,0,5.37,71,981.5,16.6,86.1,32,2.8,71,-7.8,4.4
BAS,2001-03-15,8.6,-0.4,8.5,8,188.8,NA,77.1,0,11.52,82,970.7,21.5,62.9,18,2.9,86,-4.2,7.9
BAS,2001-04-15,8.1,-0.3,8.5,0,110.2,NA,73.3,0,26.14,136,977.7,22.9,97.7,25,2.5,83,-4.5,10.6
BAS,2001-05-15,13.1,4.9,15.7,0,117.8,NA,75.1,0,59.1,209,979.4,29.3,221.1,50,2,71,0.9,16.2
BAS,2001-06-15,12.8,4.9,16.2,0,120.4,NA,71.1,0,76.43,232,981.3,31.2,231.1,52,2.2,60,1,18.9
BAS,2001-07-15,15.9,10.9,19.7,0,75,NA,71.1,0,75.75,229,979.4,31,248.9,56,1.9,57,7.3,21.7
BAS,2001-08-15,16.6,9.3,20.3,0,45.7,NA,71.1,0,70.49,210,980.7,33.6,245.1,60,1.8,54,4.9,21.2
BAS,2001-09-15,11.8,3.8,12.7,0,84.7,NA,80.8,0,18.83,116,978.7,23.7,87.1,25,2.2,80,1.3,15.6
BAS,2001-10-15,13.5,6.4,14.2,0,64.3,NA,84.2,0,16.12,104,982.5,26.9,160.6,51,1.7,57,4.2,15.1
BAS,2001-11-15,6.9,-4.4,3.7,1,75.2,NA,85.8,0,6.04,50,985.3,13.2,73.8,29,2,70,-7,6.7
BAS,2001-12-15,5.6,-13,0.9,9,27.9,NA,78.3,1,4.57,35,985.9,12.9,61.4,26,2.6,72,-16.6,3.1
BAS,2002-01-15,5.7,-10,1.4,0,9.7,NA,80.8,1,2.56,49,989.1,15.8,96.9,38,2.5,65,-14.4,1.6
BAS,2002-02-15,7.3,-3.5,6.9,0,65.3,NA,73,0,3.79,57,980.2,17.1,50.6,19,3.7,81,-6,5.8
BAS,2002-03-15,7.3,-3.4,8.2,0,24.7,NA,68.1,0,27.46,132,981.3,20.9,159.7,46,2.6,63,-6.5,8.5
BAS,2002-04-15,7.7,-1.4,10.1,0,42.7,NA,63.8,0,47.22,174,977.5,22.5,159.3,42,2.2,66,-5.2,11.2
BAS,2002-05-15,11.3,1.2,13.5,0,142.5,NA,75.3,0,48.07,184,978,29.5,159,36,2,72,-2.7,15.2
BAS,2002-06-15,15.9,8.4,19.5,0,79.3,NA,70.6,0,76.66,248,979.7,34.5,239.9,54,2,57,4.3,20.7
BAS,2002-07-15,15.5,9.1,18.8,0,93.9,NA,73.1,0,60.65,207,978.8,30.4,195.9,44,2,60,5.7,21.1
BAS,2002-08-15,16.6,10.9,18.5,0,110.3,NA,79.3,0,42.16,179,978.4,30.9,166,40,1.6,65,7.1,20.3
BAS,2002-09-15,13.1,2.3,13.8,0,100.3,NA,82.1,0,24.68,125,980.8,25.4,130.7,37,1.6,69,-1,16.8
BAS,2002-10-15,10.4,2.3,10.8,0,154.9,NA,80.7,0,14.36,82,977.7,22.5,98,31,2.4,79,-1.2,12.4
BAS,2002-11-15,9.4,1.9,7.9,0,177.3,NA,87.2,0,4.05,36,973.7,16.3,41.3,16,2.4,83,-1.3,8.8
BAS,2002-12-15,7.7,-2.6,5.1,1,47.4,NA,85.5,0,2.2,24,978.5,14.7,24,10,2.6,91,-3.8,5.8
BAS,2003-01-15,5.7,-11.2,1.2,16,53.2,NA,80.6,1,1.74,35,979.3,15.9,43.2,17,2.8,80,-14.8,3.7
BAS,2003-02-15,4.4,-10.8,0.2,12,29.6,NA,70.5,2,8.39,84,982.6,14.2,117.6,44,2.5,59,-13.2,1.4
BAS,2003-03-15,6.6,-1.6,8.7,0,16,NA,60.3,0,38.81,145,985.1,22,204.3,59,2.2,51,-5,7.6
BAS,2003-04-15,7.7,-3.8,10.7,6,53.5,NA,60.2,0,61.21,189,978,27,204.9,53,2.2,60,-7.6,11.8
BAS,2003-05-15,12.7,3.2,15.3,0,80.4,NA,73.2,0,45.03,194,981,28.1,155.8,36,2,76,-1.5,16.7
BAS,2003-06-15,17.3,12.9,23.3,0,21,NA,62.9,0,100.71,279,979.3,35.9,286.9,64,2,53,8.3,23.2
BAS,2003-07-15,15.2,11.5,21.3,0,67.7,NA,62.6,0,102.64,243,979.9,36.3,252.7,57,1.9,56,8.7,23.7
BAS,2003-08-15,16,9.9,23.8,0,58.8,NA,58,0,111.81,230,980,38.6,285.6,70,1.7,43,7.5,24.6
BAS,2003-09-15,11.9,3.8,15.5,0,46.3,NA,69.5,0,52.33,169,983.3,28.7,212.7,60,1.6,52,0.6,17.3
BAS,2003-10-15,8.9,-3.5,7.8,1,123.2,NA,81.1,0,16.29,84,976.2,23.6,113.1,36,2.1,70,-7.3,10
BAS,2003-11-15,8.1,-0.9,6.6,0,46.5,NA,83.8,0,6.99,54,979.7,15.1,80,31,2,70,-4.3,6.7
BAS,2003-12-15,6,-4.8,2.4,1,18.4,NA,80.1,0,5.01,36,981.7,12.5,73.7,31,2.7,65,-8.9,3.1
BAS,2004-01-15,6,-8.7,2.3,16,124,NA,80.6,2,1.94,37,975.1,14.4,40.1,16,3.1,86,-11.9,2.8
BAS,2004-02-15,5.6,-8.6,3,10,36.9,32.5,73.1,1,6.62,84,982.7,16.7,113.6,41,2.4,74,-12.7,3.1
BAS,2004-03-15,6.3,-5,5.7,0,41.2,20.5,69,0,23.95,117,983.1,23.6,122.4,35,2.4,70,-8.3,5.5
BAS,2004-04-15,8.3,1.3,10.6,0,19.1,25.1,66.2,0,42.62,173,975.5,24.2,148.3,39,2.4,73,-2,10.8
BAS,2004-05-15,9.8,2.9,13.2,0,50.9,23.9,66.9,0,71.09,218,977.5,27.3,207,47,2,64,-1.4,13.7
BAS,2004-06-15,13.4,8.8,17.7,0,70.1,27.5,68.4,0,72.54,228,981.4,31.2,194.2,44,2.2,68,4.8,17.1
BAS,2004-07-15,14.9,9.5,19.4,0,71.3,27.4,67.5,0,76.32,227,980.7,30.9,210.4,47,2.1,64,6.1,21
BAS,2004-08-15,16.5,11.6,19.8,0,79.6,22.5,72.6,0,51.89,179,977.8,32,167.3,41,2.1,68,8.5,21
BAS,2004-09-15,13.7,6.5,16.4,0,34.9,33.6,74.4,0,40.52,151,983.7,28.1,178,51,2,60,3.5,18.2
BAS,2004-10-15,12,4.6,12.3,0,173.6,30.7,84.4,0,12.4,76,976,28.1,87,28,2,77,1.7,13.5
BAS,2004-11-15,7.6,-4.2,5.2,0,26.5,40.8,84.1,0,4.63,42,983.9,16.1,39,15,1.9,86,-7.5,7.6
BAS,2004-12-15,5.9,-10.7,1.3,13,63.8,52.4,87.5,1,2.46,30,982.6,11.5,48,20,2.4,76,-15.8,3.5
BAS,2005-01-15,5.7,-10.7,1.8,5,24.2,36.7,78.7,1,2.88,51,986.6,13.3,94.9,38,2.8,58,-16.6,2.4
BAS,2005-02-15,5.1,-11.4,0.6,21,26.1,31.4,78.2,1,3.77,68,980.4,13,57.2,21,2.7,75,-21.1,2
BAS,2005-03-15,7.3,-14.7,6.6,8,40.5,24.3,71.5,1,22.99,133,979.6,22.5,157.1,45,2.2,64,-20.8,6.3
BAS,2005-04-15,8.8,-1.2,10.5,0,80.3,20.3,70.7,0,35.19,144,977.1,26.3,123.7,32,2.1,75,-4,11.3
BAS,2005-05-15,11.6,2,14.6,0,98.3,20.3,71.2,0,62.7,209,980.1,30.8,205.9,47,2.2,64,-1.2,14.8
BAS,2005-06-15,14.6,4.2,19.3,0,84.2,22.6,65.7,0,89.07,258,981.9,34,257.6,58,1.9,57,0.6,19.6
BAS,2005-07-15,15.9,10.4,19.3,0,112.6,18.2,72.5,0,61.69,212,979.8,34.6,184.3,41,2.1,65,8.3,21.9
BAS,2005-08-15,14.6,8.7,17.4,0,67.8,31.3,75.2,0,55.2,188,980.8,29.9,197.4,48,2,58,4.9,19.8
BAS,2005-09-15,14.5,5,16.4,0,39.1,33.9,77.7,0,31.59,144,981.5,28.4,154.9,43,1.7,63,2.6,18.6
BAS,2005-10-15,11.9,5,12.5,0,61.5,37,82.9,0,17.46,100,982.1,21.2,158.3,49,2,58,1.5,13.4
BAS,2005-11-15,7.4,-5.7,4.8,3,30.6,47.4,82.6,0,7.89,56,981,19.6,91,35,2.1,68,-9.4,7.8
BAS,2005-12-15,5.4,-9.7,0.8,7,40.8,53.4,82.7,0,2.45,28,981.1,11.5,22.1,9,2.4,84,-13.8,3.3
BAS,2006-01-15,4.7,-8.6,-1.4,4,7.8,50.8,83.2,1,2.61,53,985.5,7.8,99.6,38,2.5,54,-11.1,0.9
BAS,2006-02-15,5.4,-8.6,1,8,35.8,44.2,80.5,1,3.03,57,977.5,11.2,48.8,18,2.4,83,-12,1.5
BAS,2006-03-15,6.5,-5.8,4.5,58,131.2,35.1,73.8,6,17.47,107,974.6,22.7,104.1,29,3.2,71,-8.9,4
BAS,2006-04-15,8.6,-0.9,9.8,7,150.5,24.5,71.6,0,38.82,154,978,24.3,148,38,2.3,70,-5.1,10.2
BAS,2006-05-15,11.7,4.3,14.4,0,140.9,25.1,71.7,0,41.39,177,979.9,25.8,128,29,2.5,80,-0.9,15.1
BAS,2006-06-15,14.2,3.7,18.7,0,76.3,20.1,66.7,0,85.96,254,982.6,31.5,244.3,55,1.8,53,0,17.7
BAS,2006-07-15,17.6,13.6,23.7,0,27.1,20.7,62.7,0,116.78,268,981.3,35.2,309.1,69,1.7,41,8.6,22.1
BAS,2006-08-15,14,8.8,16.3,0,138.3,35.8,76.7,0,38.81,161,977,25.9,134.6,33,2.2,73,3.7,18.1
BAS,2006-09-15,16.4,8.3,18,0,177.7,37.7,79.9,0,29.42,141,978.9,28.4,148.7,42,1.9,70,4.7,18.7
BAS,2006-10-15,13,4.5,13.7,0,63.2,38.1,83.1,0,14.51,88,978.7,21.8,120.4,38,2.1,71,1.8,14.9
BAS,2006-11-15,8.8,-1,7.9,0,34.7,35.9,80.8,0,9.39,57,983,16.4,103.2,40,2.5,70,-5.6,9
BAS,2006-12-15,6.6,-4.6,3.7,0,45,40.1,81.1,0,5.54,45,988,18.1,111.7,47,2.8,59,-9.4,5
BAS,2007-01-15,7.4,-8.5,5.8,19,47.3,39.8,78.5,2,2.24,42,984.7,15.2,59.6,24,3.2,81,-12.4,5.8
BAS,2007-02-15,7.1,-1.7,6.4,0,61.7,29.3,74.9,0,6.12,77,975.9,15.2,113.1,42,3,66,-5.2,5.3
BAS,2007-03-15,7.1,-0.9,6.9,6,62.8,30.1,72.5,0,20.77,127,978.7,17.1,148.4,43,2.8,61,-4.6,7.7
BAS,2007-04-15,9.3,1.6,14.4,0,2,19.1,58.9,0,83.25,236,980.9,27.3,307.9,80,1.8,40,-2.2,13.5
BAS,2007-05-15,12.1,4.8,16,0,160.2,19.5,68.1,0,56.91,203,975.3,29.7,176.4,40,2.6,69,0.5,17
BAS,2007-06-15,15.7,10.8,18.4,0,183.1,29.4,74.9,0,45.07,209,976.5,29.9,151.5,34,2.1,71,5.9,19.8
BAS,2007-07-15,15.2,8.3,18.7,0,119,27.7,71.6,0,65.89,215,978.8,33.6,191.7,43,2.4,59,5.2,21.2
BAS,2007-08-15,15.5,8.2,18.1,0,196.6,31,76.3,0,49.59,179,978.9,33.1,178.1,43,1.7,66,5.8,20.2
BAS,2007-09-15,12.3,5.2,14,0,39.7,39.5,77.2,0,34.51,151,983.1,24.7,180.1,51,1.8,62,0.2,16.8
BAS,2007-10-15,10.3,-0.7,10.3,0,5.1,41,79.2,0,17.47,95,985.1,24.9,131,42,1.7,68,-4.6,12.9
BAS,2007-11-15,6.7,-5.5,4.3,0,39.4,47.8,79.4,0,7.25,45,983,12.2,69.4,27,2.6,73,-10.7,6.4
BAS,2007-12-15,5.8,-8.5,2.1,0,35.1,49.3,78.2,0,4.6,38,986.3,14.5,77.5,32,3.4,70,-11.5,3.5
BAS,2008-01-15,6.4,-3.6,4.3,0,44.3,20.4,75.9,0,3.08,45,983.6,13.5,88.8,35,2.9,76,-7.6,3.2
BAS,2008-02-15,6.2,-5,4.8,0,18.8,27.7,71.2,0,8.9,90,988.8,17.7,163.5,59,2.3,47,-10.1,3.2
BAS,2008-03-15,6.4,-4.8,6.2,4,44.1,20.1,67.4,0,19.69,113,972.8,20.3,102.7,30,3.7,79,-9.1,6.9
BAS,2008-04-15,8.4,-1.7,9.3,1,112,29.2,72.3,0,27.45,136,974.4,21.4,95.7,25,2.5,81,-7.2,10.5
BAS,2008-05-15,12.2,6.2,16.3,0,74.6,20.4,67.2,0,66.65,224,976.6,26.6,200.6,46,1.7,63,0.2,16.6
BAS,2008-06-15,15.1,8.2,18.3,0,34.4,30.5,72.9,0,59.21,211,979.5,31.4,174,39,1.9,69,NA,19.8
BAS,2008-07-15,15.3,10,19.6,0,112.7,27.7,68.1,0,78.62,229,979.4,32.5,217.3,49,2.1,56,5.4,21.7
BAS,2008-08-15,15.5,9.8,18.6,0,95.4,37.6,73.4,0,55.53,190,978.9,29.5,200,49,2,64,4.4,20.2
BAS,2008-09-15,12.3,3.4,13.6,0,125.1,40,78.3,0,28.44,138,980.8,26.5,142.1,40,1.8,73,-1.2,17.1
BAS,2008-10-15,10.8,0.6,10.8,1,113.4,42.2,81.8,0,15.51,88,982,22.4,119,38,2.2,71,-2.6,12.9
BAS,2008-11-15,7.8,-3.6,5.8,2,18.1,42.3,82,0,6.17,47,978.8,18.1,62.3,24,2.2,77,-7,7.1
BAS,2008-12-15,5.8,-6.7,1.7,33,76.7,44.2,82.6,4,3.15,27,981.3,9.7,41.3,17,2.3,79,-9.9,2.5
BAS,2009-01-15,4.7,-10.6,-0.8,3,18.1,51.6,80,0,2.78,46,977.8,12.9,97.4,39,2.8,65,-12.5,-0.1
